recall@10,tm_X3b_en_body_value,tm_X3b_en_field_ref_desc,tm_X3b_en_field_ref_titre,tm_X3b_en_mots_cles,tm_X3b_en_title,tm_X3b_en_corps_value,tm_X3b_en_paragraphs_text,tm_X3b_en_name,tm_X3b_en_mission_value,tm_X3b_en_text_content,tm_X3b_en_full_meta_tag
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8837,1.0000,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8806,1.0000,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8787,1.0000,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8775,1.0000,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8768,1.0000,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8763,1.0000,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8760,1.0000,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8759,1.0000,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8758,1.0000,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,1.0000,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,1.0000,1.0000,1.0000,1.0000,1.0000
0.2992,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,3.8197,1.0000,1.0000,1.0000,1.0000
0.0902,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,6.1803,1.0000,1.0000,1.0000,1.0000
0.6025,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,2.3607,1.0000,1.0000,1.0000,1.0000
0.7480,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,1.4590,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.9017,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.7295,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.6637,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.6231,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5979,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5824,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5728,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5669,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5632,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5609,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5595,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5587,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5581,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5578,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5576,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5575,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5574,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5574,1.0000,1.0000,1.0000,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.0000,1.0000,1.0000,1.0000
0.7582,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,3.8197,1.0000,1.0000,1.0000
0.5820,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,6.1803,1.0000,1.0000,1.0000
0.7971,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,2.3607,1.0000,1.0000,1.0000
0.8094,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,2.0276,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2531,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.5477,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.4004,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.3442,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.3094,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2879,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2746,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2664,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2614,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2582,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2563,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2551,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2543,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2539,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2536,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2534,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2533,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2533,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,1.0000,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,1.0000,1.0000,1.0000
0.7643,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,3.8197,1.0000,1.0000
0.6762,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,6.1803,1.0000,1.0000
0.7889,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,2.3607,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,1.5178,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,1.2279,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,1.1172,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,1.0488,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,1.0065,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9803,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9642,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9542,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9480,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9442,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9419,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9404,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9395,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9390,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9386,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9384,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9383,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9382,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,1.0000,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8197,1.0000
0.8053,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,6.1803,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,2.3607,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.0902,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.3688,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.5410,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.6475,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.7132,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.7539,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.7790,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.7945,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8041,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8101,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8137,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8160,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8174,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8183,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8188,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8191,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8193,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8195,1.0000
0.8094,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8195,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.0000
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.0000
0.8012,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,3.8197
0.7869,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,6.1803
0.8094,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,2.3607
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4590
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,0.9017
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.5066
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.2041
0.8135,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.3616
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4218
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4404
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4333
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4289
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4262
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4245
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4235
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4228
0.8176,1.4590,1.2361,1.3777,3.8196,2.2498,0.8757,0.5573,1.2532,0.9381,3.8194,1.4224
